edge_id,source_id,target_id,relation_type,weight,listen_count,rating
E1116,U0971,S0079,LIKES,0.93,38,5
E1117,U1211,S0901,LIKES,0.21,11,1
E1118,U0223,S0242,LIKES,0.65,15,4
E1119,U0568,S0472,LIKES,0.47,9,3
E1120,U0817,S1302,LIKES,0.96,44,5
E1121,U0441,S0333,LIKES,0.5,14,3
E1122,U0016,S0913,LIKES,0.52,16,3
E1123,U0680,S1741,LIKES,0.58,4,4
E1124,U0005,S1783,LIKES,0.78,37,4
E1125,U1223,S1270,LIKES,0.58,26,3
E1126,U0985,S0014,LIKES,0.48,33,2
E1127,U1080,S0236,LIKES,0.63,11,4
E1128,U0949,S1192,LIKES,0.59,29,3
E1129,U0039,S0404,LIKES,0.58,26,3
E1130,U0075,S0089,LIKES,0.66,17,4
E1131,U0462,S0364,LIKES,0.7,47,3
E1132,U0841,S0331,LIKES,0.66,40,3
E1133,U0504,S0555,LIKES,0.7,23,4
E1134,U0618,S0421,LIKES,0.21,11,1
E1135,U0687,S0548,LIKES,0.75,32,4
E1136,U0713,S0110,LIKES,0.65,15,4
E1137,U0880,S1513,LIKES,0.65,38,3
E1138,U0856,S0832,LIKES,0.76,33,4
E1139,U0105,S0012,LIKES,0.58,3,4
E1140,U0271,S0560,LIKES,0.27,21,1
E1141,U0767,S1810,LIKES,0.94,40,5
E1142,U0178,S0587,LIKES,0.32,30,1
E1143,U1412,S1155,LIKES,0.78,37,4
E1144,U0709,S0256,LIKES,0.82,44,4
E1145,U1203,S1786,LIKES,0.8,17,5
E1146,U0549,S1669,LIKES,0.3,26,1
E1147,U0442,S1717,LIKES,0.62,34,3
E1148,U1220,S0689,LIKES,0.78,14,5
E1149,U0795,S1666,LIKES,0.29,2,2
E1150,U0549,S0353,LIKES,0.82,44,4
E1151,U0498,S0838,LIKES,0.84,24,5
E1152,U0749,S0282,LIKES,0.57,49,2
E1153,U1362,S1296,LIKES,0.63,35,3
E1154,U1303,S0467,LIKES,0.72,3,5
E1155,U1151,S0185,LIKES,0.76,33,4
E1156,U0800,S0281,LIKES,0.69,45,3
E1157,U1460,S0201,LIKES,0.61,9,4
E1158,U0576,S0243,LIKES,0.73,5,5
E1159,U0371,S1925,LIKES,0.42,24,2
E1160,U0685,S1351,LIKES,0.44,50,1
E1161,U0388,S1972,LIKES,0.35,11,2
E1162,U0730,S1801,LIKES,0.51,38,2
E1163,U0329,S1794,LIKES,0.48,34,2
E1164,U1345,S1581,LIKES,0.57,25,3
E1165,U0782,S1719,LIKES,0.83,21,5
E1166,U0232,S1147,LIKES,0.57,49,2
E1167,U1015,S0561,LIKES,0.4,43,1
E1168,U0696,S1839,LIKES,0.82,20,5
E1169,U1171,S0420,LIKES,0.81,19,5
E1170,U0466,S1840,LIKES,0.67,41,3
E1171,U1228,S0365,LIKES,0.33,31,1
E1172,U1088,S0082,LIKES,0.61,32,3
E1173,U1496,S1693,LIKES,0.68,43,3
E1174,U0802,S1862,LIKES,0.84,47,4
E1175,U0421,S0077,LIKES,0.5,13,3
E1176,U0530,S0392,LIKES,0.61,8,4
E1177,U1380,S0696,LIKES,0.61,8,4
E1178,U0845,S0537,LIKES,0.3,4,2
E1179,U0411,S0377,LIKES,0.53,42,2
E1180,U0341,S0157,LIKES,0.25,19,1
E1181,U0317,S1667,LIKES,0.31,28,1
E1182,U0405,S1186,LIKES,0.38,17,2
E1183,U0231,S0410,LIKES,0.84,23,5
E1184,U0619,S0544,LIKES,0.61,9,4
E1185,U1290,S1908,LIKES,0.81,18,5
E1186,U0972,S0363,LIKES,0.42,23,2
E1187,U0182,S1778,LIKES,0.58,3,4
E1188,U1444,S1935,LIKES,0.71,1,5
E1189,U0564,S0281,LIKES,0.95,42,5
E1190,U1487,S0945,LIKES,0.78,37,4
E1191,U1064,S0232,LIKES,0.55,45,2
E1192,U1148,S0883,LIKES,0.76,33,4
E1193,U0249,S0126,LIKES,0.32,30,1
E1194,U0511,S0956,LIKES,0.54,20,3
E1195,U1054,S1303,LIKES,0.69,22,4
E1196,U0265,S0058,LIKES,0.3,4,2
E1197,U1202,S0807,LIKES,0.75,9,5
E1198,U1295,S0065,LIKES,0.93,39,5
E1199,U0063,S0040,LIKES,0.54,43,2
E1200,U0873,S0919,LIKES,0.32,6,2
E1201,U1274,S0295,LIKES,0.51,38,2
E1202,U1461,S1138,LIKES,0.79,38,4
E1203,U1355,S1363,LIKES,0.69,45,3
E1204,U1057,S1137,LIKES,0.35,11,2
E1205,U1011,S1073,LIKES,0.29,1,2
E1206,U0585,S0200,LIKES,0.7,47,3
E1207,U1478,S1335,LIKES,0.51,38,2
E1208,U0566,S1644,LIKES,0.66,40,3
E1209,U0919,S1596,LIKES,0.84,46,4
E1210,U0600,S1012,LIKES,0.24,16,1
E1211,U1148,S1956,LIKES,0.3,27,1
E1212,U0133,S0696,LIKES,0.9,33,5
E1213,U1329,S0208,LIKES,0.69,21,4
E1214,U0001,S0812,LIKES,0.45,28,2
E1215,U0792,S0672,LIKES,0.25,18,1
E1216,U0818,S1028,LIKES,0.5,36,2
E1217,U0647,S1832,LIKES,0.17,5,1
E1218,U0785,S1806,LIKES,0.32,30,1
E1219,U0044,S0494,LIKES,0.21,12,1
E1220,U1499,S1996,LIKES,0.41,22,2
E1221,U0837,S1824,LIKES,0.71,49,3
E1222,U1187,S0262,LIKES,0.43,49,1
E1223,U0481,S0104,LIKES,0.51,38,2
E1224,U1223,S0837,LIKES,0.8,16,5
E1225,U0590,S1465,LIKES,0.54,20,3
E1226,U0352,S1548,LIKES,0.85,48,4
E1227,U0513,S1305,LIKES,0.34,33,1
E1228,U1287,S0570,LIKES,0.4,20,2
E1229,U0017,S1019,LIKES,0.96,44,5
E1230,U1484,S1864,LIKES,0.71,49,3
E1231,U1112,S1261,LIKES,0.48,34,2
E1232,U1197,S1283,LIKES,0.92,37,5
E1233,U0151,S1791,LIKES,0.49,12,3
E1234,U0152,S1164,LIKES,0.42,23,2
E1235,U1249,S0300,LIKES,0.64,14,4
E1236,U0376,S1905,LIKES,0.59,28,3
E1237,U0547,S0151,LIKES,0.16,3,1
E1238,U1334,S0700,LIKES,0.56,24,3
E1239,U0392,S0992,LIKES,0.65,15,4
E1240,U0296,S1714,LIKES,0.23,15,1
E1241,U0505,S0012,LIKES,0.85,25,5
E1242,U0960,S1391,LIKES,0.41,21,2
E1243,U0453,S0875,LIKES,0.6,7,4
E1244,U0571,S0351,LIKES,0.51,39,2
E1245,U0859,S1762,LIKES,0.43,1,3
E1246,U1462,S1195,LIKES,0.56,23,3
E1247,U0577,S0410,LIKES,0.85,49,4
E1248,U1069,S1715,LIKES,0.67,42,3
E1249,U0078,S0682,LIKES,0.69,45,3
E1250,U1033,S1969,LIKES,0.36,37,1
E1251,U1439,S1423,LIKES,0.39,18,2
E1252,U0027,S1805,LIKES,0.87,28,5
E1253,U0353,S0949,LIKES,0.5,37,2
E1254,U0348,S1778,LIKES,0.64,13,4
E1255,U0412,S0547,LIKES,0.33,9,2
E1256,U0031,S0069,LIKES,0.74,7,5
E1257,U0822,S1884,LIKES,0.85,25,5
E1258,U0775,S1691,LIKES,0.34,34,1
E1259,U1463,S0983,LIKES,0.95,42,5
E1260,U0788,S1968,LIKES,0.31,5,2
E1261,U0404,S0025,LIKES,0.21,12,1
E1262,U0214,S1868,LIKES,0.62,34,3
E1263,U0228,S0171,LIKES,0.52,17,3
E1264,U0354,S0995,LIKES,0.3,26,1
E1265,U1172,S0327,LIKES,0.25,18,1
E1266,U0953,S1638,LIKES,0.67,42,3
E1267,U0937,S1472,LIKES,0.29,25,1
E1268,U1431,S1175,LIKES,0.15,2,1
E1269,U0556,S1970,LIKES,0.3,3,2
E1270,U0316,S0018,LIKES,0.6,30,3
E1271,U1174,S1857,LIKES,0.47,9,3
E1272,U0127,S1960,LIKES,0.36,13,2
E1273,U1130,S0666,LIKES,0.22,13,1
E1274,U0147,S1904,LIKES,0.31,29,1
E1275,U0459,S1679,LIKES,0.34,34,1
E1276,U1190,S0553,LIKES,0.74,30,4
E1277,U0880,S0979,LIKES,0.92,36,5
E1278,U0557,S1147,LIKES,0.6,30,3
E1279,U1095,S1742,LIKES,0.74,7,5
E1280,U0334,S1661,LIKES,0.88,30,5
E1281,U1129,S0619,LIKES,0.25,18,1
E1282,U0878,S0035,LIKES,0.81,19,5
E1283,U0343,S0602,LIKES,0.42,23,2
E1284,U0364,S1702,LIKES,0.78,37,4
E1285,U0896,S0331,LIKES,0.42,46,1
E1286,U1143,S0175,LIKES,0.69,21,4
E1287,U0533,S0980,LIKES,0.64,37,3
E1288,U0497,S0488,LIKES,0.68,44,3
E1289,U1293,S1524,LIKES,0.16,3,1
E1290,U1013,S0166,LIKES,0.75,31,4
E1291,U0707,S0952,LIKES,0.65,15,4
E1292,U0840,S0321,LIKES,0.57,2,4
E1293,U1201,S0304,LIKES,0.45,28,2
E1294,U0873,S1578,LIKES,0.56,46,2
E1295,U0126,S1808,LIKES,0.86,27,5
E1296,U0098,S1133,LIKES,0.44,50,1
E1297,U0380,S0203,LIKES,0.33,8,2
E1298,U0249,S1683,LIKES,0.28,23,1
E1299,U0896,S1961,LIKES,0.47,32,2
E1300,U0714,S0648,LIKES,0.4,20,2
E1301,U1026,S1872,LIKES,0.49,11,3
E1302,U0961,S1137,LIKES,0.57,49,2
E1303,U0924,S1466,LIKES,0.69,21,4
E1304,U0777,S0751,LIKES,0.48,10,3
E1305,U0415,S0769,LIKES,0.48,33,2
E1306,U0715,S0589,LIKES,0.6,30,3
E1307,U1325,S1174,LIKES,0.51,15,3
E1308,U1125,S0321,LIKES,0.58,4,4
E1309,U0242,S0983,LIKES,0.5,14,3
E1310,U1309,S0629,LIKES,0.55,45,2
E1311,U0359,S1810,LIKES,0.33,31,1
E1312,U1103,S1468,LIKES,0.57,48,2
E1313,U0551,S1825,LIKES,0.86,50,4
E1314,U0563,S0225,LIKES,0.8,16,5
E1315,U1052,S1487,LIKES,0.82,43,4
E1316,U0887,S1344,LIKES,0.15,2,1
E1317,U0472,S1969,LIKES,0.54,20,3
E1318,U0786,S1211,LIKES,0.34,10,2
E1319,U1380,S0200,LIKES,0.63,35,3
E1320,U1478,S0472,LIKES,0.35,11,2
E1321,U0623,S1554,LIKES,0.73,29,4
E1322,U0624,S0767,LIKES,0.61,9,4
E1323,U0792,S1795,LIKES,0.52,40,2
E1324,U0305,S0709,LIKES,0.67,42,3
E1325,U0609,S1353,LIKES,0.4,43,1
E1326,U0190,S0235,LIKES,0.62,33,3
E1327,U0296,S0368,LIKES,0.7,23,4
E1328,U0393,S1330,LIKES,0.72,27,4
E1329,U0542,S0940,LIKES,0.5,13,3
E1330,U1077,S1747,LIKES,0.56,46,2
E1331,U0410,S1942,LIKES,0.57,25,3
E1332,U0362,S1217,LIKES,0.43,25,2
E1333,U1204,S1165,LIKES,0.47,31,2
E1334,U0862,S0077,LIKES,0.61,31,3
E1335,U1292,S1166,LIKES,0.4,44,1
E1336,U0148,S1650,LIKES,0.47,32,2
E1337,U0435,S0195,LIKES,0.84,46,4
E1338,U0930,S0202,LIKES,0.77,35,4
E1339,U1338,S0542,LIKES,0.32,7,2
E1340,U0424,S1026,LIKES,0.19,9,1
E1341,U0813,S0669,LIKES,0.25,19,1
E1342,U0123,S0462,LIKES,0.35,11,2
E1343,U0399,S0931,LIKES,0.86,27,5
E1344,U0936,S1185,LIKES,0.64,13,4
E1345,U1347,S1825,LIKES,0.27,22,1
E1346,U0949,S0566,LIKES,0.69,21,4
E1347,U0784,S1514,LIKES,0.49,12,3
E1348,U0364,S0979,LIKES,0.3,4,2
E1349,U0775,S1250,LIKES,0.3,27,1
E1350,U0017,S1595,LIKES,0.67,42,3
E1351,U1234,S1034,LIKES,0.42,23,2
E1352,U1477,S0555,LIKES,0.71,2,5
E1353,U0761,S1664,LIKES,0.48,33,2
E1354,U0044,S0056,LIKES,0.2,10,1
E1355,U1263,S0952,LIKES,0.4,43,1
E1356,U1460,S0415,LIKES,0.77,11,5
E1357,U0397,S1573,LIKES,0.43,25,2
E1358,U1135,S1541,LIKES,0.16,3,1
E1359,U0006,S1374,LIKES,0.31,5,2
E1360,U1037,S0208,LIKES,0.81,42,4
E1361,U0947,S0578,LIKES,0.36,37,1
E1362,U0948,S1000,LIKES,0.61,32,3
E1363,U0591,S1978,LIKES,0.78,37,4
E1364,U0460,S1312,LIKES,0.8,17,5
E1365,U0429,S0218,LIKES,0.3,3,2
E1366,U0175,S1377,LIKES,0.78,14,5
E1367,U0410,S0489,LIKES,0.54,43,2
E1368,U1268,S1486,LIKES,0.26,20,1
E1369,U1341,S1717,LIKES,0.35,35,1
E1370,U0323,S1580,LIKES,0.54,44,2
E1371,U1168,S1490,LIKES,0.78,13,5
E1372,U1175,S0682,LIKES,0.44,50,1
E1373,U0479,S1186,LIKES,0.89,31,5
E1374,U0925,S1788,LIKES,0.39,19,2
E1375,U0893,S1032,LIKES,0.42,46,1
E1376,U0458,S1353,LIKES,0.32,7,2
E1377,U0914,S1547,LIKES,0.33,8,2
E1378,U0537,S0565,LIKES,0.54,43,2
E1379,U0206,S1566,LIKES,0.21,11,1
E1380,U0544,S0023,LIKES,0.83,45,4
E1381,U1059,S1280,LIKES,0.57,2,4
E1382,U1473,S1734,LIKES,0.43,49,1
E1383,U0497,S1905,LIKES,0.44,26,2
E1384,U0080,S1656,LIKES,0.84,46,4
E1385,U0744,S0573,LIKES,0.54,44,2
E1386,U0307,S0343,LIKES,0.32,6,2
E1387,U0371,S1468,LIKES,0.19,8,1
E1388,U0349,S1159,LIKES,0.67,19,4
E1389,U1359,S1024,LIKES,0.67,18,4
E1390,U0064,S0465,LIKES,0.34,10,2
E1391,U0057,S0587,LIKES,0.63,12,4
E1392,U0396,S0181,LIKES,0.57,1,4
E1393,U0955,S0762,LIKES,0.9,33,5
E1394,U0858,S1730,LIKES,0.6,30,3
E1395,U1233,S1033,LIKES,0.56,23,3
E1396,U1082,S1552,LIKES,0.44,27,2
E1397,U1474,S0060,LIKES,0.8,40,4
E1398,U0662,S0545,LIKES,0.3,26,1
E1399,U0916,S0875,LIKES,0.22,13,1
E1400,U1242,S1081,LIKES,0.19,8,1
E1401,U0864,S0575,LIKES,0.75,31,4
E1402,U0493,S1668,LIKES,0.29,1,2
E1403,U0667,S0079,LIKES,0.34,34,1
E1404,U0228,S0978,LIKES,0.57,25,3
E1405,U1484,S1311,LIKES,0.87,28,5
E1406,U0954,S0970,LIKES,0.45,5,3
E1407,U1475,S0703,LIKES,0.8,16,5
E1408,U0993,S1721,LIKES,0.57,25,3
E1409,U0845,S0698,LIKES,0.4,44,1
E1410,U0637,S1852,LIKES,0.29,1,2
E1411,U0475,S0637,LIKES,0.36,37,1
E1412,U0619,S0733,LIKES,0.33,8,2
E1413,U0851,S0771,LIKES,0.67,19,4
E1414,U1034,S0126,LIKES,0.77,35,4
E1415,U1257,S1621,LIKES,0.16,3,1
E1416,U0574,S0305,LIKES,0.76,34,4
E1417,U1259,S1963,LIKES,0.39,19,2
E1418,U0908,S1100,LIKES,0.51,38,2
E1419,U0357,S1859,LIKES,0.45,28,2
E1420,U1408,S0839,LIKES,0.49,35,2
E1421,U0425,S0947,LIKES,0.84,46,4
E1422,U0039,S1386,LIKES,0.67,19,4
E1423,U0924,S1883,LIKES,0.71,25,4
E1424,U0825,S0149,LIKES,0.28,24,1
E1425,U0493,S0924,LIKES,0.98,47,5
E1426,U0422,S0702,LIKES,0.43,49,1
E1427,U0593,S0303,LIKES,0.52,17,3
E1428,U0625,S0537,LIKES,0.85,25,5
E1429,U1023,S1473,LIKES,0.46,30,2
E1430,U1113,S0366,LIKES,0.43,25,2
E1431,U0255,S1604,LIKES,0.65,15,4
E1432,U0251,S1275,LIKES,0.83,22,5
E1433,U0261,S1587,LIKES,0.43,48,1
E1434,U1253,S1728,LIKES,0.61,32,3
E1435,U1177,S0285,LIKES,0.23,15,1
E1436,U0362,S0070,LIKES,0.82,43,4
E1437,U1328,S1004,LIKES,0.17,5,1
E1438,U1132,S0458,LIKES,0.59,28,3
E1439,U0138,S0859,LIKES,0.74,7,5
E1440,U0647,S1140,LIKES,0.24,16,1
E1441,U0069,S1481,LIKES,0.88,30,5
E1442,U0585,S1210,LIKES,0.29,2,2
E1443,U0108,S1553,LIKES,0.8,40,4
E1444,U0943,S1143,LIKES,0.21,11,1
E1445,U0497,S0519,LIKES,0.74,30,4
E1446,U0685,S0567,LIKES,0.85,25,5
E1447,U1031,S0236,LIKES,0.31,28,1
E1448,U1015,S0702,LIKES,0.7,47,3
E1449,U0492,S0713,LIKES,0.82,20,5
E1450,U0894,S0128,LIKES,0.87,28,5
E1451,U1306,S1165,LIKES,0.25,19,1
E1452,U0075,S1273,LIKES,0.85,49,4
E1453,U1046,S1881,LIKES,0.42,23,2
E1454,U1252,S1532,LIKES,0.59,28,3
E1455,U1292,S0442,LIKES,0.15,2,1
E1456,U0785,S0648,LIKES,0.77,11,5
E1457,U1172,S0456,LIKES,0.62,34,3
E1458,U0060,S0060,LIKES,0.34,33,1
E1459,U0809,S0674,LIKES,0.65,38,3
E1460,U0826,S1821,LIKES,0.59,29,3
E1461,U0640,S0992,LIKES,0.74,30,4
E1462,U0830,S0182,LIKES,0.68,44,3
E1463,U1104,S0269,LIKES,0.43,48,1
E1464,U0170,S1373,LIKES,0.5,36,2
E1465,U0252,S1512,LIKES,0.21,12,1
E1466,U0419,S1561,LIKES,0.73,28,4
E1467,U1480,S0586,LIKES,0.99,49,5
E1468,U1319,S1792,LIKES,1.0,50,5
E1469,U1116,S1350,LIKES,0.4,20,2
E1470,U0680,S1796,LIKES,0.65,39,3
E1471,U0687,S1746,LIKES,0.68,43,3
E1472,U1296,S0638,LIKES,0.4,20,2
E1473,U0498,S1095,LIKES,0.73,28,4
E1474,U0602,S0271,LIKES,0.39,41,1
E1475,U1387,S1142,LIKES,0.41,22,2
E1476,U0288,S0074,LIKES,0.79,39,4
E1477,U0047,S1389,LIKES,0.67,42,3
E1478,U1025,S1519,LIKES,0.43,25,2
E1479,U0139,S1691,LIKES,0.67,18,4
E1480,U0242,S1914,LIKES,0.72,3,5
E1481,U1432,S1671,LIKES,0.64,13,4
E1482,U1202,S1555,LIKES,0.9,34,5
E1483,U0407,S0164,LIKES,0.55,21,3
E1484,U1449,S0940,LIKES,0.46,30,2
E1485,U0634,S1122,LIKES,0.3,3,2
E1486,U1472,S0552,LIKES,0.48,34,2
E1487,U0983,S1207,LIKES,0.43,25,2
E1488,U1336,S0478,LIKES,0.41,22,2
E1489,U0756,S1436,LIKES,0.57,1,4
E1490,U1398,S1888,LIKES,0.64,36,3
E1491,U0256,S0518,LIKES,0.62,10,4
E1492,U0933,S1069,LIKES,0.3,4,2
E1493,U0856,S1752,LIKES,0.69,45,3
E1494,U0771,S1024,LIKES,0.92,37,5
E1495,U0189,S0250,LIKES,0.57,25,3
E1496,U0060,S1151,LIKES,0.87,28,5
E1497,U0402,S1449,LIKES,0.52,16,3
E1498,U1148,S1740,LIKES,0.28,23,1
E1499,U1163,S1109,LIKES,0.35,12,2
E1500,U1336,S0273,LIKES,0.25,19,1
E1501,U0712,S0002,LIKES,0.98,46,5
E1502,U0391,S0702,LIKES,0.84,46,4
E1503,U0721,S0528,LIKES,0.28,24,1
E1504,U1473,S0659,LIKES,0.83,21,5
E1505,U0233,S0461,LIKES,0.58,4,4
E1506,U0295,S1401,LIKES,0.6,7,4
E1507,U0627,S1042,LIKES,0.82,20,5
E1508,U0984,S1899,LIKES,0.78,37,4
E1509,U1128,S1888,LIKES,0.29,2,2
E1510,U1230,S1417,LIKES,0.51,39,2
E1511,U0835,S1139,LIKES,0.73,5,5
E1512,U0200,S1441,LIKES,0.78,36,4
E1513,U0805,S1963,LIKES,0.77,11,5
E1514,U0836,S0993,LIKES,0.55,21,3
E1515,U1021,S1932,LIKES,0.56,47,2
E1516,U0530,S0757,LIKES,0.24,16,1
E1517,U1102,S0296,LIKES,0.35,12,2
E1518,U0245,S1345,LIKES,0.35,12,2
E1519,U1384,S1988,LIKES,0.62,10,4
E1520,U0457,S1410,LIKES,0.37,39,1
E1521,U0343,S0384,LIKES,0.35,35,1
E1522,U0819,S1259,LIKES,0.21,11,1
E1523,U0951,S0542,LIKES,0.53,42,2
E1524,U0948,S1833,LIKES,0.26,20,1
E1525,U1252,S0018,LIKES,0.96,43,5
E1526,U0276,S1453,LIKES,0.5,14,3
E1527,U0728,S1028,LIKES,0.94,40,5
E1528,U0099,S0921,LIKES,0.56,46,2
E1529,U0929,S1644,LIKES,0.73,5,5
E1530,U0538,S1331,LIKES,0.42,23,2
E1531,U1269,S0931,LIKES,0.83,22,5
E1532,U0813,S0575,LIKES,0.52,16,3
E1533,U0205,S0571,LIKES,0.84,47,4
E1534,U0556,S0622,LIKES,0.25,18,1
E1535,U0619,S1247,LIKES,0.3,3,2
E1536,U1053,S1690,LIKES,0.88,30,5
E1537,U0371,S0292,LIKES,0.39,41,1
E1538,U0082,S0538,LIKES,0.8,40,4
E1539,U0683,S1922,LIKES,0.86,27,5
E1540,U1101,S1457,LIKES,0.82,43,4
E1541,U0849,S1009,LIKES,0.51,15,3
E1542,U0774,S1090,LIKES,0.88,30,5
E1543,U0894,S1877,LIKES,0.5,14,3
E1544,U1113,S0530,LIKES,0.78,13,5
E1545,U0766,S0565,LIKES,0.35,11,2
E1546,U1331,S1387,LIKES,0.57,49,2
E1547,U0294,S0760,LIKES,0.16,4,1
E1548,U1164,S0500,LIKES,0.73,5,5
E1549,U1080,S1413,LIKES,0.82,43,4
E1550,U0699,S1594,LIKES,0.55,22,3
E1551,U0469,S1856,LIKES,0.18,6,1
E1552,U1233,S0891,LIKES,0.41,22,2
E1553,U0667,S0422,LIKES,0.64,14,4
E1554,U0561,S1466,LIKES,0.45,5,3
E1555,U0401,S0266,LIKES,0.68,43,3
E1556,U1265,S1921,LIKES,0.44,26,2
E1557,U0306,S0178,LIKES,0.35,12,2
E1558,U1470,S1841,LIKES,0.59,5,4
E1559,U1037,S1247,LIKES,0.67,41,3
E1560,U1073,S1907,LIKES,0.46,7,3
E1561,U0898,S0862,LIKES,0.88,30,5
E1562,U1372,S1806,LIKES,0.73,29,4
E1563,U0168,S0317,LIKES,0.64,37,3
E1564,U1232,S1062,LIKES,0.81,41,4
E1565,U0978,S1477,LIKES,0.52,17,3
E1566,U0990,S0607,LIKES,0.72,3,5
E1567,U0994,S0085,LIKES,0.44,26,2
E1568,U1227,S0786,LIKES,0.29,2,2
E1569,U1305,S1581,LIKES,0.59,28,3
E1570,U0159,S0315,LIKES,0.4,20,2
E1571,U0494,S1844,LIKES,0.88,30,5
E1572,U0918,S0775,LIKES,0.57,49,2
E1573,U0148,S1857,LIKES,0.29,25,1
E1574,U0799,S0625,LIKES,0.19,8,1
E1575,U1345,S1617,LIKES,0.33,32,1
E1576,U0406,S0023,LIKES,0.54,20,3
E1577,U0601,S0598,LIKES,0.82,44,4
E1578,U0915,S1829,LIKES,0.69,45,3
E1579,U0161,S1377,LIKES,0.64,14,4
E1580,U1466,S1846,LIKES,0.4,44,1
E1581,U0673,S0348,LIKES,0.47,32,2
E1582,U1057,S0098,LIKES,0.78,36,4
E1583,U0919,S0398,LIKES,0.72,3,5
E1584,U0806,S1642,LIKES,0.31,28,1
E1585,U1021,S0514,LIKES,0.76,10,5
E1586,U0408,S1950,LIKES,0.46,30,2
E1587,U0908,S0931,LIKES,0.38,16,2
E1588,U0458,S0478,LIKES,0.42,47,1
E1589,U0158,S1747,LIKES,0.42,47,1
E1590,U0360,S0293,LIKES,0.35,11,2
E1591,U0430,S1105,LIKES,0.58,3,4
E1592,U0481,S1825,LIKES,0.35,35,1
E1593,U0173,S0007,LIKES,0.47,8,3
E1594,U0984,S1765,LIKES,0.39,19,2
E1595,U0993,S1200,LIKES,0.56,24,3
E1596,U0209,S0053,LIKES,0.3,4,2
E1597,U0824,S0877,LIKES,0.68,43,3
E1598,U0679,S1824,LIKES,0.57,49,2
E1599,U1166,S0693,LIKES,0.43,48,1
E1600,U0558,S0339,LIKES,0.32,30,1
E1601,U1167,S0766,LIKES,0.89,32,5
E1602,U0260,S0355,LIKES,0.47,31,2
E1603,U0336,S0889,LIKES,0.65,15,4
E1604,U0001,S1131,LIKES,0.49,12,3
E1605,U1415,S0080,LIKES,0.35,12,2
E1606,U1323,S0053,LIKES,0.82,43,4
E1607,U1391,S1094,LIKES,0.22,13,1
E1608,U0607,S0822,LIKES,0.92,37,5
E1609,U0283,S1566,LIKES,0.63,35,3
E1610,U0753,S1579,LIKES,0.51,38,2
E1611,U0703,S0928,LIKES,0.9,33,5
E1612,U0342,S1412,LIKES,0.15,1,1
E1613,U0097,S0429,LIKES,0.88,30,5
E1614,U1152,S0246,LIKES,1.0,50,5
E1615,U0822,S1738,LIKES,0.23,15,1
E1616,U0803,S0531,LIKES,0.89,31,5
E1617,U0959,S1158,LIKES,0.81,18,5
E1618,U0265,S0324,LIKES,0.45,29,2
E1619,U0325,S0666,LIKES,0.79,15,5
E1620,U0493,S0694,LIKES,0.39,42,1
E1621,U0284,S0025,LIKES,0.67,19,4
E1622,U0678,S1873,LIKES,0.64,36,3
E1623,U1206,S1141,LIKES,0.82,20,5
E1624,U1461,S1591,LIKES,0.95,41,5
E1625,U1264,S0804,LIKES,0.3,27,1
E1626,U0378,S0661,LIKES,0.8,40,4
E1627,U0872,S1929,LIKES,0.32,30,1
E1628,U1338,S1160,LIKES,0.57,25,3
E1629,U0866,S1499,LIKES,0.16,4,1
E1630,U0168,S0127,LIKES,0.81,42,4
E1631,U0215,S1573,LIKES,0.73,5,5
E1632,U0298,S0717,LIKES,0.75,32,4
E1633,U1455,S1807,LIKES,0.79,15,5
E1634,U0229,S0390,LIKES,0.66,40,3
E1635,U1361,S0203,LIKES,0.87,29,5
E1636,U1395,S0624,LIKES,0.3,27,1
E1637,U1048,S0848,LIKES,0.8,40,4
E1638,U0172,S1964,LIKES,0.45,5,3
E1639,U0949,S1200,LIKES,0.24,17,1
E1640,U1463,S1553,LIKES,0.89,32,5
E1641,U0738,S1666,LIKES,0.57,49,2
E1642,U0192,S0301,LIKES,0.27,21,1
E1643,U0157,S1028,LIKES,0.5,37,2
E1644,U1487,S1382,LIKES,0.3,3,2
E1645,U0473,S0170,LIKES,0.81,42,4
E1646,U0824,S0463,LIKES,0.23,15,1
E1647,U0701,S0394,LIKES,0.82,44,4
E1648,U0649,S0142,LIKES,0.77,35,4
E1649,U1167,S1679,LIKES,0.38,16,2
E1650,U1304,S0766,LIKES,0.77,35,4
E1651,U0434,S0676,LIKES,0.57,2,4
E1652,U1078,S0634,LIKES,0.47,9,3
E1653,U0515,S0375,LIKES,0.47,31,2
E1654,U1406,S0175,LIKES,0.94,40,5
E1655,U0221,S1154,LIKES,0.54,44,2
E1656,U1228,S0017,LIKES,0.21,11,1
E1657,U1361,S1112,LIKES,0.96,43,5
E1658,U0293,S0031,LIKES,0.65,39,3
E1659,U0198,S0017,LIKES,0.2,10,1
E1660,U0421,S0437,LIKES,0.48,34,2
E1661,U0073,S0475,LIKES,0.53,18,3
E1662,U1190,S0538,LIKES,0.29,2,2
E1663,U0098,S0399,LIKES,0.81,18,5
E1664,U1110,S1068,LIKES,0.5,13,3
E1665,U1180,S1995,LIKES,0.5,37,2
E1666,U0777,S1440,LIKES,0.34,33,1
E1667,U1293,S0037,LIKES,0.61,31,3
E1668,U0216,S1166,LIKES,0.18,7,1
E1669,U0960,S0367,LIKES,0.56,24,3
E1670,U0037,S1338,LIKES,0.6,30,3
E1671,U0794,S1932,LIKES,0.78,36,4
E1672,U0806,S0578,LIKES,0.4,43,1
E1673,U0968,S1372,LIKES,0.99,48,5
