node_id,node_type,name,age,favorite_genre,artist,genre,release_year
S0451,song,How Come,,,D12,"hip hop, pop, rock",2004
S0452,song,Good Luck,,,Basement Jaxx,"pop, Dance/Electronic",2003
S0453,song,Turn Me On,,,Kevin Lyttle,hip hop,2004
S0454,song,One Call Away,,,Chingy,"hip hop, pop, R&B",2003
S0455,song,Bring Em Out,,,T.I.,"hip hop, pop",2004
S0456,song,Cha Cha Slide - Hardino Mix,,,DJ Casper,set(),2004
S0457,song,I Believe in You,,,Kylie Minogue,"pop, Dance/Electronic",2004
S0458,song,Overnight Celebrity,,,Twista,"hip hop, pop, R&B",2004
S0459,song,She Wants To Move,,,N.E.R.D,hip hop,2004
S0460,song,Everytime,,,Britney Spears,pop,2003
S0461,song,Vertigo,,,U2,"World/Traditional, rock",2004
S0462,song,Take Me Out,,,Franz Ferdinand,rock,2004
S0463,song,Tipsy - Club Mix,,,J-Kwon,"hip hop, pop",2001
S0464,song,Wanna Get To Know You,,,G-Unit,"hip hop, pop",2003
S0465,song,Sunshine (feat. Lea),,,Lil' Flip,"hip hop, pop",2004
S0466,song,Jesus Walks,,,Kanye West,hip hop,2004
S0467,song,My Immortal,,,Evanescence,metal,2003
S0468,song,My Place,,,Nelly,"hip hop, pop, R&B",2004
S0469,song,If There's Any Justice,,,Lemar,R&B,2004
S0470,song,It's My Life,,,No Doubt,"rock, pop",2003
S0471,song,Don't Tell Me,,,Avril Lavigne,pop,2004
S0472,song,Slow Jamz,,,Twista,"hip hop, pop, R&B",2004
S0473,song,American Idiot,,,Green Day,rock,2004
S0474,song,Millionaire,,,Kelis,"pop, R&B, Dance/Electronic",2003
S0475,song,Comfortably Numb,,,Scissor Sisters,"pop, rock, Dance/Electronic",2004
S0476,song,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),,,Alicia Keys,"pop, R&B",2003
S0477,song,Through The Wire,,,Kanye West,hip hop,2004
S0478,song,Come With Me - Radio Edit,,,Special D.,pop,2004
S0479,song,Splash Waterfalls,,,Ludacris,"hip hop, pop",2003
S0480,song,My Happy Ending,,,Avril Lavigne,pop,2004
S0481,song,White Flag,,,Dido,pop,2003
S0482,song,Fuck It (I Don't Want You Back),,,Eamon,set(),2004
S0483,song,"Me, Myself and I",,,Beyoncé,"pop, R&B",2003
S0484,song,Here Without You,,,3 Doors Down,"pop, rock, metal",2002
S0485,song,All Falls Down,,,Kanye West,hip hop,2004
S0486,song,Sunshine (feat. Anthony Hamilton),,,Twista,"hip hop, pop, R&B",2004
S0487,song,The Closest Thing to Crazy,,,Katie Melua,"pop, easy listening, jazz",2003
S0488,song,My Boo,,,Usher,"hip hop, pop, R&B",2004
S0489,song,Southside,,,Lloyd,"hip hop, pop, R&B",2004
S0490,song,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,,,LMC,Dance/Electronic,2004
S0491,song,Fit but You Know It,,,The Streets,"hip hop, Dance/Electronic",2004
S0492,song,Slow Motion,,,JUVENILE,"hip hop, pop",2003
S0493,song,The Way You Move (feat. Sleepy Brown),,,Outkast,"hip hop, pop",2003
S0494,song,Love Machine,,,Girls Aloud,"pop, Dance/Electronic",2004
S0495,song,With You,,,Jessica Simpson,"pop, R&B",2003
S0496,song,Like Toy Soldiers,,,Eminem,hip hop,2004
S0497,song,Mad World (Feat. Michael Andrews),,,Gary Jules,pop,2001
S0498,song,Pieces Of Me,,,Ashlee Simpson,pop,2004
S0499,song,Leave Right Now,,,Will Young,pop,2003
S0500,song,You Don't Know My Name,,,Alicia Keys,"pop, R&B",2003
S0501,song,We Belong Together,,,Mariah Carey,"pop, R&B",2005
S0502,song,Let Me Love You,,,Mario,"pop, R&B",2004
S0503,song,Gold Digger,,,Kanye West,hip hop,2005
S0504,song,Pon de Replay,,,Rihanna,"hip hop, pop, R&B",2005
S0505,song,Candy Shop,,,50 Cent,"hip hop, pop",2005
S0506,song,You're Beautiful,,,James Blunt,pop,2005
S0507,song,Boulevard of Broken Dreams,,,Green Day,rock,2004
S0508,song,Don't Cha,,,The Pussycat Dolls,"pop, R&B",2005
S0509,song,Bad Day,,,Daniel Powter,pop,2005
S0510,song,Bananza (Belly Dancer),,,Akon,pop,2004
S0511,song,Hung Up,,,Madonna,pop,2005
S0512,song,Just A Lil Bit,,,50 Cent,"hip hop, pop",2005
S0513,song,Axel F,,,Crazy Frog,pop,2005
S0514,song,Ass Like That,,,Eminem,hip hop,2004
S0515,song,We Be Burnin',,,Sean Paul,"hip hop, pop",2005
S0516,song,Rich Girl,,,Gwen Stefani,"pop, R&B",2004
S0517,song,Galvanize,,,The Chemical Brothers,Dance/Electronic,2005
S0518,song,Remember the Name (feat. Styles of Beyond),,,Fort Minor,"hip hop, pop, rock",2005
S0519,song,Disco Inferno,,,50 Cent,"hip hop, pop",2005
S0520,song,How We Do,,,The Game,"hip hop, pop",2005
S0521,song,Run It! (feat. Juelz Santana),,,Chris Brown,"hip hop, pop, R&B",2005
S0522,song,It's Like That,,,Mariah Carey,"pop, R&B",2005
S0523,song,My Humps,,,Black Eyed Peas,"hip hop, pop",2005
S0524,song,Oh (feat. Ludacris),,,Ciara,"pop, R&B",2004
S0525,song,Outta Control - Remix,,,50 Cent,"hip hop, pop",2005
S0526,song,"Baby, I'm Back",,,Baby Bash,"hip hop, pop, R&B, latin",2005
S0527,song,Get Right,,,Jennifer Lopez,"hip hop, pop, R&B",2005
S0528,song,Numb / Encore,,,JAY-Z,hip hop,2004
S0529,song,Hate It Or Love It,,,The Game,"hip hop, pop",2005
S0530,song,Feel Good Inc.,,,Gorillaz,hip hop,2005
S0531,song,Don't Phunk With My Heart,,,Black Eyed Peas,"hip hop, pop",2005
S0532,song,Lonely,,,Akon,pop,2004
S0533,song,I Like The Way - Radio Edit,,,Bodyrockers,"rock, Dance/Electronic",2005
S0534,song,Push The Button,,,Sugababes,"pop, R&B",2005
S0535,song,Soul Survivor,,,Jeezy,"hip hop, pop",2005
S0536,song,Mockingbird,,,Eminem,hip hop,2004
S0537,song,La Tortura (feat. Alejandro Sanz),,,Shakira,"pop, latin",2005
S0538,song,DARE,,,Gorillaz,hip hop,2005
S0539,song,Signs,,,Snoop Dogg,"hip hop, pop",2004
S0540,song,Tripping,,,Robbie Williams,"pop, rock",2005
S0541,song,Play,,,David Banner,"hip hop, pop",2005
S0542,song,Some Cut,,,Trillville,"hip hop, pop",2004
S0543,song,Laffy Taffy,,,D4L,"hip hop, pop",2005
S0544,song,Lose Control (feat. Ciara & Fat Man Scoop),,,Missy Elliott,"hip hop, pop, R&B",2005
S0545,song,Lonely No More,,,Rob Thomas,"pop, Folk/Acoustic",2005
S0546,song,Almost Here,,,Brian McFadden,set(),2004
S0547,song,"Slow Down - 12"" Version",,,Bobby V.,"hip hop, pop, R&B",2005
S0548,song,Incomplete,,,Backstreet Boys,pop,2005
S0549,song,Grind With Me,,,Pretty Ricky,"hip hop, pop, R&B",2005
S0550,song,Diamonds From Sierra Leone - Remix,,,Kanye West,hip hop,2005
S0551,song,Drop It Like It's Hot,,,Snoop Dogg,"hip hop, pop",2004
S0552,song,Get It Poppin' (feat. Nelly) - Radio Version,,,Fat Joe,"hip hop, pop",2005
S0553,song,Soldier (feat. T.I. & Lil' Wayne),,,Destiny's Child,"pop, R&B",2004
S0554,song,"1, 2 Step (feat. Missy Elliott) - Main",,,Ciara,"pop, R&B",2005
S0555,song,1 Thing,,,Amerie,"hip hop, pop, R&B",2008
S0556,song,Get Back,,,Ludacris,"hip hop, pop",2004
S0557,song,Do You Want To,,,Franz Ferdinand,rock,2005
S0558,song,Shiver,,,Natalie Imbruglia,"pop, Folk/Acoustic",2005
S0559,song,Hollaback Girl,,,Gwen Stefani,"pop, R&B",2004
S0560,song,Your Body,,,Pretty Ricky,"hip hop, pop, R&B",2005
S0561,song,The Kill,,,Thirty Seconds To Mars,rock,2005
S0562,song,Karma,,,Alicia Keys,"pop, R&B",2003
S0563,song,Ghetto Gospel,,,2Pac,hip hop,2004
S0564,song,Don't Love You No More (I'm Sorry),,,Craig David,"hip hop, pop, R&B",2005
S0565,song,Nine Million Bicycles,,,Katie Melua,"pop, easy listening, jazz",2005
S0566,song,Lovers And Friends,,,Lil Jon & The East Side Boyz,"hip hop, pop",2004
S0567,song,Don't Forget About Us - Radio Edit,,,Mariah Carey,"pop, R&B",2005
S0568,song,Wait (The Whisper Song),,,Ying Yang Twins,"hip hop, pop",2005
S0569,song,Switch,,,Will Smith,"hip hop, pop",2020
S0570,song,Like You (feat. Ciara),,,Bow Wow,"hip hop, pop, R&B",2005
S0571,song,Everyday I Love You Less And Less,,,Kaiser Chiefs,rock,2005
S0572,song,Behind These Hazel Eyes,,,Kelly Clarkson,"pop, R&B",2004
S0573,song,Don't Lie,,,Black Eyed Peas,"hip hop, pop",2005
S0574,song,You Raise Me Up,,,Westlife,pop,2005
S0575,song,One Wish,,,Ray J,"hip hop, pop, R&B",2005
S0576,song,Scars,,,Papa Roach,"rock, metal",2004
S0577,song,I Bet You Look Good On The Dancefloor,,,Arctic Monkeys,rock,2006
S0578,song,That's My Goal,,,Shayne Ward,pop,2006
S0579,song,Let Me Hold You (feat. Omarion),,,Bow Wow,"hip hop, pop, R&B",2005
S0580,song,I Predict A Riot,,,Kaiser Chiefs,rock,2005
S0581,song,Caught Up,,,Usher,"hip hop, pop, R&B",2004
S0582,song,Because of You,,,Kelly Clarkson,"pop, R&B",2004
S0583,song,Let Me Go,,,3 Doors Down,"pop, rock, metal",2012
S0584,song,Photograph,,,Nickelback,"rock, metal",2005
S0585,song,I'm Sprung,,,T-Pain,"hip hop, pop, R&B",2005
S0586,song,Cater 2 U,,,Destiny's Child,"pop, R&B",2004
S0587,song,Stickwitu,,,The Pussycat Dolls,"pop, R&B",2005
S0588,song,True,,,Ryan Cabrera,pop,2004
S0589,song,Dakota,,,Stereophonics,"rock, pop",2005
S0590,song,Like Toy Soldiers,,,Eminem,hip hop,2004
S0591,song,Over And Over,,,Nelly,"hip hop, pop, R&B",2004
S0592,song,Speed of Sound,,,Coldplay,"rock, pop",2005
S0593,song,Suddenly I See,,,KT Tunstall,"World/Traditional, pop, Folk/Acoustic",2005
S0594,song,Girl,,,Destiny's Child,"pop, R&B",2004
S0595,song,Since U Been Gone,,,Kelly Clarkson,"pop, R&B",2004
S0596,song,Sometimes You Can't Make It On Your Own,,,U2,"World/Traditional, rock",2004
S0597,song,Dirty Little Secret,,,The All-American Rejects,"rock, pop",2005
S0598,song,As Good As I Once Was,,,Toby Keith,country,2005
S0599,song,Cool,,,Gwen Stefani,"pop, R&B",2004
S0600,song,Best of You,,,Foo Fighters,"rock, metal",2005
S0601,song,Hips Don't Lie (feat. Wyclef Jean),,,Shakira,"pop, latin",2005
S0602,song,Temperature,,,Sean Paul,"hip hop, pop",2005
S0603,song,SexyBack (feat. Timbaland),,,Justin Timberlake,pop,2006
S0604,song,Irreplaceable,,,Beyoncé,"pop, R&B",2007
S0605,song,Rehab,,,Amy Winehouse,R&B,2006
S0606,song,SOS,,,Rihanna,"hip hop, pop, R&B",2006
S0607,song,Crazy,,,Gnarls Barkley,"hip hop, R&B",2006
S0608,song,Touch It,,,Busta Rhymes,"hip hop, pop",2006
S0609,song,Maneater,,,Nelly Furtado,"hip hop, pop, latin",2006
S0610,song,Rock This Party - Everybody Dance Now,,,Bob Sinclar,"pop, Dance/Electronic",2006
S0611,song,Come to Me (feat. Nicole Scherzinger),,,Diddy,"hip hop, pop",2006
S0612,song,Sorry,,,Madonna,pop,2005
S0613,song,Ridin',,,Chamillionaire,"hip hop, pop",2005
S0614,song,Pump It,,,Black Eyed Peas,"hip hop, pop",2005
S0615,song,Promiscuous,,,Nelly Furtado,"hip hop, pop, latin",2006
S0616,song,Put Your Hands Up for Detroit - Radio Edit,,,Fedde Le Grand,"pop, Dance/Electronic",2015
S0617,song,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,,,Sean Paul,"hip hop, pop",2006
S0618,song,Buttons,,,The Pussycat Dolls,"pop, R&B",2005
S0619,song,Get Up (feat. Chamillionaire),,,Ciara,"pop, R&B",2006
S0620,song,Shake That,,,Eminem,hip hop,2005
S0621,song,Do It To It,,,Cherish,"hip hop, pop, R&B",2006
S0622,song,Supermassive Black Hole,,,Muse,rock,2006
S0623,song,Gimme That,,,Chris Brown,"hip hop, pop, R&B",2005
S0624,song,From Paris to Berlin,,,Infernal,pop,2004
S0625,song,Me & U,,,Cassie,"pop, R&B",2006
S0626,song,U and Dat (feat. T. Pain & Kandi Girl),,,E-40,"hip hop, pop",2006
S0627,song,Beep,,,The Pussycat Dolls,"pop, R&B",2005
S0628,song,Snap Yo Fingers,,,Lil Jon,"hip hop, pop",2006
S0629,song,My My My - Radio Edit,,,Armand Van Helden,"pop, Dance/Electronic",2006
S0630,song,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",,,The Notorious B.I.G.,hip hop,2005
S0631,song,It's Goin' Down (feat. Nitti),,,Yung Joc,"hip hop, pop",2006
S0632,song,No Promises,,,Shayne Ward,pop,2006
S0633,song,My Love (feat. T.I.),,,Justin Timberlake,pop,2006
S0634,song,Savin' Me,,,Nickelback,"rock, metal",2005
S0635,song,Grillz,,,Nelly,"hip hop, pop, R&B",2005
S0636,song,Patience,,,Take That,pop,2006
S0637,song,London Bridge,,,Fergie,"pop, R&B",2006
S0638,song,Everytime We Touch - Radio Edit,,,Cascada,"hip hop, pop, Dance/Electronic",2011
S0639,song,Laffy Taffy,,,D4L,"hip hop, pop",2005
S0640,song,Control Myself,,,LL Cool J,"hip hop, pop, R&B",2006
S0641,song,Deja Vu (feat. Jay-Z),,,Beyoncé,"pop, R&B",2007
S0642,song,Stupid Girls,,,P!nk,pop,2006
S0643,song,When I'm Gone,,,Eminem,hip hop,2005
S0644,song,Bossy,,,Kelis,"pop, R&B, Dance/Electronic",2006
S0645,song,Love Generation - Radio Edit,,,Bob Sinclar,"pop, Dance/Electronic",2005
S0646,song,Thunder in My Heart Again (Radio Edit),,,Meck,set(),2005
S0647,song,Be Without You - Kendu Mix,,,Mary J. Blige,"pop, R&B",2005
S0648,song,Something Kinda Ooooh,,,Girls Aloud,"pop, Dance/Electronic",2012
S0649,song,Unfaithful,,,Rihanna,"hip hop, pop, R&B",2006
S0650,song,Touch The Sky,,,Kanye West,hip hop,2005
S0651,song,"Lean Wit It, Rock Wit It",,,Dem Franchize Boyz,"hip hop, pop",2006
S0652,song,Call Me When You're Sober,,,Evanescence,metal,2006
S0653,song,Pullin' Me Back,,,Chingy,"hip hop, pop, R&B",2006
S0654,song,Far Away,,,Nickelback,"rock, metal",2005
S0655,song,"Dance, Dance",,,Fall Out Boy,rock,2005
S0656,song,A Moment Like This,,,Leona Lewis,"pop, R&B",2007
S0657,song,What You Know,,,T.I.,"hip hop, pop",2006
S0658,song,Money Maker,,,Ludacris,"hip hop, pop",2006
S0659,song,What's Left Of Me,,,Nick Lachey,pop,2006
S0660,song,Chain Hang Low,,,Jibbs,"hip hop, pop",2006
S0661,song,When The Sun Goes Down,,,Arctic Monkeys,rock,2006
S0662,song,Life is a Highway,,,Rascal Flatts,country,2006
S0663,song,Check On It (feat. Slim Thug),,,Beyoncé,"pop, R&B",2006
S0664,song,Love,,,Keyshia Cole,"hip hop, pop, R&B",2005
S0665,song,Smile,,,Lily Allen,pop,2006
S0666,song,Sexy Love,,,Ne-Yo,"pop, R&B",2006
S0667,song,Too Little Too Late,,,JoJo,"hip hop, pop, R&B",2006
S0668,song,One,,,Mary J. Blige,"pop, R&B",2005
S0669,song,Ms. New Booty,,,Bubba Sparxxx,"hip hop, pop, country",2005
S0670,song,You Know I'm No Good,,,Amy Winehouse,R&B,2006
S0671,song,What Hurts The Most,,,Rascal Flatts,country,2006
S0672,song,Dani California,,,Red Hot Chili Peppers,rock,2006
S0673,song,I Don't Feel Like Dancin',,,Scissor Sisters,"pop, rock, Dance/Electronic",2006
S0674,song,So Sick,,,Ne-Yo,"pop, R&B",2006
S0675,song,Lips Of An Angel,,,Hinder,"pop, rock, metal",2019
S0676,song,"Steady, As She Goes",,,The Raconteurs,rock,2006
S0677,song,Chelsea Dagger,,,The Fratellis,rock,2006
S0678,song,Where'd You Go (feat. Holly Brook & Jonah Matranga),,,Fort Minor,"hip hop, pop, rock",2005
S0679,song,Stickwitu,,,The Pussycat Dolls,"pop, R&B",2005
S0680,song,I Write Sins Not Tragedies,,,Panic! At The Disco,rock,2005
S0681,song,Goodbye My Lover,,,James Blunt,pop,2005
S0682,song,Ain't No Other Man,,,Christina Aguilera,pop,2006
S0683,song,The Rose,,,Westlife,pop,2006
S0684,song,Is It Any Wonder?,,,Keane,pop,2006
S0685,song,No Tomorrow,,,Orson,pop,2006
S0686,song,I'm N Luv (Wit a Stripper) (feat. Mike Jones),,,T-Pain,"hip hop, pop, R&B",2005
S0687,song,Black Horse And The Cherry Tree,,,KT Tunstall,"World/Traditional, pop, Folk/Acoustic",2005
S0688,song,Unwritten,,,Natasha Bedingfield,pop,2004
S0689,song,America,,,Razorlight,"rock, pop",2006
S0690,song,You Give Me Something,,,James Morrison,"pop, R&B",2006
S0691,song,You're All I Have,,,Snow Patrol,"World/Traditional, rock, pop",2006
S0692,song,How to Save a Life,,,The Fray,pop,2005
S0693,song,I Wish I Was a Punk Rocker (with Flowers in My Hair),,,Sandi Thom,"World/Traditional, pop",2006
S0694,song,Welcome to the Black Parade,,,My Chemical Romance,rock,2006
S0695,song,In The Morning,,,Razorlight,"rock, pop",2006
S0696,song,Dirty Little Secret,,,The All-American Rejects,"rock, pop",2005
S0697,song,Wonderful World,,,James Morrison,"pop, R&B",2006
S0698,song,Yo (Excuse Me Miss),,,Chris Brown,"hip hop, pop, R&B",2005
S0699,song,Who Knew,,,P!nk,pop,2006
S0700,song,Naive,,,The Kooks,rock,2006
S0701,song,Bleeding Love,,,Leona Lewis,"pop, R&B",2007
S0702,song,Umbrella,,,Rihanna,"hip hop, pop, R&B",2008
S0703,song,Gimme More,,,Britney Spears,pop,2007
S0704,song,Big Girls Don't Cry (Personal),,,Fergie,"pop, R&B",2006
S0705,song,Valerie (feat. Amy Winehouse) - Version Revisited,,,Mark Ronson,pop,2007
S0706,song,Hey There Delilah,,,Plain White T's,pop,2005
S0707,song,What Goes Around.../...Comes Around (Interlude),,,Justin Timberlake,pop,2006
S0708,song,The Sweet Escape,,,Gwen Stefani,"pop, R&B",2006
S0709,song,The Way I Are,,,Timbaland,"hip hop, pop, R&B",2007
S0710,song,Say It Right,,,Nelly Furtado,"hip hop, pop, latin",2006
S0711,song,Let Me Think About It,,,Ida Corr,set(),2012
S0712,song,Destination Calabria - Radio Edit,,,Alex Gaudino,Dance/Electronic,2007
S0713,song,Cry for You,,,September,"pop, Dance/Electronic",2007
S0714,song,Smack That,,,Akon,pop,2006
S0715,song,Give It To Me,,,Timbaland,"hip hop, pop, R&B",2007
S0716,song,Ayo Technology,,,50 Cent,"hip hop, pop",2007
S0717,song,Proper Education - Radio Edit,,,Eric Prydz,"pop, Dance/Electronic",2007
S0718,song,Put Your Hands Up For Detroit - Radio Edit,,,Fedde Le Grand,"pop, Dance/Electronic",2015
S0719,song,Like a Boy,,,Ciara,"pop, R&B",2006
S0720,song,Stronger,,,Kanye West,hip hop,2007
S0721,song,Beautiful Liar,,,Beyoncé,"pop, R&B",2007
S0722,song,Cupid's Chokehold / Breakfast in America - Radio Mix,,,Gym Class Heroes,"hip hop, pop",2007
S0723,song,I Wanna Love You,,,Akon,pop,2006
S0724,song,Crank That (Soulja Boy),,,Soulja Boy,"hip hop, pop",2007
S0725,song,Make It Rain,,,Fat Joe,"hip hop, pop",2006
S0726,song,U + Ur Hand,,,P!nk,pop,2006
S0727,song,Shut Up And Drive,,,Rihanna,"hip hop, pop, R&B",2008
S0728,song,Get It Shawty,,,Lloyd,"hip hop, pop, R&B",2007
S0729,song,Can't Tell Me Nothing,,,Kanye West,hip hop,2007
S0730,song,The Creeps - Fedde Le Grand Radio Mix,,,Camille Jones,set(),2006
S0731,song,What I've Done,,,Linkin Park,"rock, metal",2007
S0732,song,Last Night,,,Keyshia Cole,"hip hop, pop, R&B",2007
S0733,song,Kiss Kiss (feat. T-Pain),,,Chris Brown,"hip hop, pop, R&B",2007
S0734,song,Party Like A Rock Star,,,Shop Boyz,"hip hop, pop",2007
S0735,song,Paralyzer,,,Finger Eleven,"rock, metal",2007
S0736,song,Summer Love,,,Justin Timberlake,pop,2006
S0737,song,This Is Why I'm Hot,,,MiMS,"hip hop, pop",2007
S0738,song,Make Me Better,,,Fabolous,"hip hop, pop, R&B",2007
S0739,song,Fake It,,,Seether,"rock, metal",2007
S0740,song,Patience,,,Take That,pop,2006
S0741,song,Brianstorm,,,Arctic Monkeys,rock,2007
S0742,song,My Love (feat. T.I.),,,Justin Timberlake,pop,2006
S0743,song,Glamorous,,,Fergie,"pop, R&B",2006
S0744,song,Bleed It Out,,,Linkin Park,"rock, metal",2007
S0745,song,Teenagers,,,My Chemical Romance,rock,2006
S0746,song,Acceptable in the 80's,,,Calvin Harris,"hip hop, pop, Dance/Electronic",2007
S0747,song,About You Now,,,Sugababes,"pop, R&B",2007
S0748,song,Girlfriend,,,Avril Lavigne,pop,2007
S0749,song,Because Of You,,,Ne-Yo,"pop, R&B",2007
S0750,song,It's Not Over,,,Daughtry,"pop, rock, metal",2016
S0751,song,Walk It Out,,,Unk,"hip hop, pop",2013
S0752,song,You,,,Lloyd,"hip hop, pop, R&B",2007
S0753,song,Golden Skans,,,Klaxons,rock,2007
S0754,song,Bartender (feat. Akon),,,T-Pain,"hip hop, pop, R&B",2007
S0755,song,The Way I Live - Main Explicit,,,Baby Boy Da Prince,"hip hop, pop",2006
S0756,song,Fergalicious,,,Fergie,"pop, R&B",2006
S0757,song,Ice Box,,,Omarion,"hip hop, pop, R&B",2006
S0758,song,On the Hotline - Amended Version,,,Pretty Ricky,"hip hop, pop, R&B",2007
S0759,song,Rockstar,,,Nickelback,"rock, metal",2005
S0760,song,Thnks fr th Mmrs,,,Fall Out Boy,rock,2007
S0761,song,LoveStoned / I Think She Knows (Interlude),,,Justin Timberlake,pop,2006
S0762,song,"Dear Maria, Count Me In",,,All Time Low,rock,2007
S0763,song,Back To Black,,,Amy Winehouse,R&B,2006
S0764,song,Let It Go,,,Keyshia Cole,"hip hop, pop, R&B",2007
S0765,song,Promise,,,Ciara,"pop, R&B",2006
S0766,song,Do You Know? (The Ping Pong Song),,,Enrique Iglesias,"pop, latin",2007
S0767,song,Heartbroken - Edit,,,T2,Dance/Electronic,2017
S0768,song,With Every Heartbeat,,,Robyn,"pop, Dance/Electronic",2005
S0769,song,Makes Me Wonder,,,Maroon 5,pop,2007
S0770,song,"This Ain't A Scene, It's An Arms Race",,,Fall Out Boy,rock,2007
S0771,song,Misery Business,,,Paramore,"pop, rock",2007
S0772,song,Better Than Me,,,Hinder,"pop, rock, metal",2019
S0773,song,"Pop, Lock & Drop It - Video Edit",,,Huey,"hip hop, pop",2006
S0774,song,The Pretender,,,Foo Fighters,"rock, metal",2007
S0775,song,Shawty (feat. T Pain),,,Plies,"hip hop, pop, R&B",2007
S0776,song,Ruby,,,Kaiser Chiefs,rock,2007
S0777,song,Stop Me (feat. Daniel Merriweather),,,Mark Ronson,pop,2007
S0778,song,Outta My System (feat. T-Pain & Johntá Austin),,,Bow Wow,"hip hop, pop, R&B",2006
S0779,song,We Fly High,,,Jim Jones,"hip hop, pop",2006
S0780,song,Face Down,,,The Red Jumpsuit Apparatus,pop,2006
S0781,song,Grace Kelly,,,MIKA,pop,2006
S0782,song,Candyman,,,Christina Aguilera,pop,2006
S0783,song,Beautiful Girls,,,Sean Kingston,"hip hop, pop, R&B",2007
S0784,song,Don't Matter,,,Akon,pop,2006
S0785,song,1973,,,James Blunt,pop,2007
S0786,song,Before He Cheats,,,Carrie Underwood,"pop, country",2005
S0787,song,Starz In Their Eyes,,,Just Jack,Dance/Electronic,2006
S0788,song,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),,,T-Pain,"hip hop, pop, R&B",2007
S0789,song,I Tried,,,Bone Thugs-N-Harmony,"hip hop, pop",2007
S0790,song,When You're Gone,,,Avril Lavigne,pop,2007
S0791,song,Throw Some D's,,,Rich Boy,"hip hop, pop",2007
S0792,song,Love Today,,,MIKA,pop,2006
S0793,song,Your Love Alone Is Not Enough (feat. Nina Persson),,,Manic Street Preachers,"rock, pop",2007
S0794,song,Wait for You,,,Elliott Yamin,set(),2007
S0795,song,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",,,Wyclef Jean,set(),2007
S0796,song,The Great Escape,,,Boys Like Girls,pop,2007
S0797,song,Rule The World - Radio Edit,,,Take That,pop,2007
S0798,song,Bed,,,J. Holiday,"hip hop, pop, R&B, Dance/Electronic",2007
S0799,song,Snow (Hey Oh),,,Red Hot Chili Peppers,rock,2006
S0800,song,Runaway Love,,,Ludacris,"hip hop, pop",2006
S0801,song,Low (feat. T-Pain),,,Flo Rida,"hip hop, pop",2008
S0802,song,I Kissed A Girl,,,Katy Perry,pop,2008
S0803,song,Take A Bow,,,Rihanna,"hip hop, pop, R&B",2008
S0804,song,No One,,,Alicia Keys,"pop, R&B",2007
S0805,song,Apologize,,,Timbaland,"hip hop, pop, R&B",2007
S0806,song,Miss Independent,,,Ne-Yo,"pop, R&B",2008
S0807,song,With You,,,Chris Brown,"hip hop, pop, R&B",2007
S0808,song,If I Were a Boy,,,Beyoncé,"pop, R&B",2008
S0809,song,Dangerous,,,Kardinal Offishall,"hip hop, pop, R&B",2008
S0810,song,Beggin (original version),,,Madcon,"hip hop, pop",2007
S0811,song,Cry for You,,,September,"pop, Dance/Electronic",2007
S0812,song,Disturbia,,,Rihanna,"hip hop, pop, R&B",2008
S0813,song,Infinity 2008,,,Guru Josh Project,hip hop,2011
S0814,song,Break the Ice,,,Britney Spears,pop,2007
S0815,song,Lollipop,,,Lil Wayne,"hip hop, pop",2008
S0816,song,Now You're Gone - Video Edit,,,Basshunter,pop,2008
S0817,song,Flashing Lights,,,Kanye West,hip hop,2007
S0818,song,4 Minutes (feat. Justin Timberlake & Timbaland),,,Madonna,pop,2009
S0819,song,Hot N Cold,,,Katy Perry,pop,2008
S0820,song,Don't Stop The Music,,,Rihanna,"hip hop, pop, R&B",2008
S0821,song,Sensual Seduction,,,Snoop Dogg,"hip hop, pop",2007
S0822,song,Right Now (Na Na Na),,,Akon,pop,2008
S0823,song,Womanizer,,,Britney Spears,pop,2008
S0824,song,Pjanoo - Radio Edit,,,Eric Prydz,"pop, Dance/Electronic",2008
S0825,song,Work,,,Kelly Rowland,"hip hop, pop, R&B",2010
S0826,song,Put On,,,Jeezy,"hip hop, pop",2008
S0827,song,Give It 2 Me,,,Madonna,pop,2008
S0828,song,When I Grow Up,,,The Pussycat Dolls,"pop, R&B",2008
S0829,song,Heartbreaker,,,will.i.am,"hip hop, pop",2007
S0830,song,Crank That (Soulja Boy),,,Soulja Boy,"hip hop, pop",2007
S0831,song,Piece of Me,,,Britney Spears,pop,2007
S0832,song,Live Your Life,,,T.I.,"hip hop, pop",2008
S0833,song,Closer,,,Ne-Yo,"pop, R&B",2008
S0834,song,A Milli,,,Lil Wayne,"hip hop, pop",2008
S0835,song,What You Got,,,Colby O'Donis,"hip hop, pop, R&B",2008
S0836,song,See You Again,,,Miley Cyrus,pop,2007
S0837,song,All I Ever Wanted - Radio Edit,,,Basshunter,pop,2008
S0838,song,Kiss Kiss (feat. T-Pain),,,Chris Brown,"hip hop, pop, R&B",2007
S0839,song,Paralyzer,,,Finger Eleven,"rock, metal",2007
S0840,song,The Boy Does Nothing,,,Alesha Dixon,pop,2008
